threshold,final_accuracy,after_layer1_isolated_accuracy,after_layer1_rate,after_layer1_accuracy,after_layer2_isolated_accuracy,after_layer2_rate,after_layer2_accuracy,after_layer3_isolated_accuracy,after_layer3_rate,after_layer3_accuracy,after_layer1_sequential_rate,after_layer1_sequential_accuracy,after_layer2_sequential_rate,after_layer2_sequential_accuracy,after_layer3_sequential_rate,after_layer3_sequential_accuracy,final_rate,overall_accuracy
0.54,97.33312292883068,30.795329020041027,5.3258639734890325,88.29629629629629,53.55057598232602,25.485245384251222,91.23839009287926,85.34795644626794,78.17579296196939,95.20589422688737,5.3258639734890325,88.29629629629629,20.490768502445952,90.37350789372353,53.140287202146126,94.23904974016332,21.04308032191889,92.63847246331072
0.55,97.33312292883068,30.795329020041027,5.160170427647151,88.68501529051987,53.55057598232602,24.83036136973331,91.67461074038768,85.34795644626794,77.63926148019567,95.38617886178862,5.160170427647151,88.68501529051987,19.99368786492031,90.84451460142068,53.298090579138396,94.43375277572169,21.548051128294144,92.88306769764873
0.56,97.33312292883068,30.795329020041027,4.947135868707591,88.83572567783094,53.55057598232602,24.293829887959603,92.1403052939266,85.34795644626794,77.03960864762506,95.53461696026218,4.947135868707591,88.83572567783094,19.66230077323655,91.41252006420545,53.22707905949187,94.60420990216424,22.16348429856399,93.11977276313714
0.57,97.33312292883068,30.795329020041027,4.797222660564936,89.63815789473684,53.55057598232602,23.694177055388984,92.60739260739261,85.34795644626794,76.36105412655832,95.73258937797065,4.797222660564936,89.63815789473684,19.188890642259743,91.89967105263158,53.140287202146126,94.8626577579807,22.873599495029193,93.41170901057282
0.58,97.33312292883068,30.795329020041027,4.5526274262269215,90.12131715771231,53.55057598232602,23.00773236547262,93.00411522633745,85.34795644626794,75.69038977434117,95.8928385280934,4.5526274262269215,90.12131715771231,18.71548051128294,92.36930860033726,53.17184787754458,95.05861403769106,23.560044184945557,93.66419441376046
0.59,97.33312292883068,30.795329020041027,4.38693388038504,89.92805755395683,53.55057598232602,22.573773078743884,93.11429570080392,85.34795644626794,75.01972542212404,96.12957509465713,4.38693388038504,89.92805755395683,18.447214770396087,92.42942686056459,52.91936247435695,95.42269270910988,24.24648887486192,93.8693388038504
0.6,97.33312292883068,30.795329020041027,4.197569827994319,90.22556390977444,53.55057598232602,22.04513176581979,93.41445955619184,85.34795644626794,74.39640208300457,96.30925867006046,4.197569827994319,90.22556390977444,18.092157172163486,92.80418665503707,52.81679027931198,95.62294592172094,24.89348272053022,94.09815370048919
0.61,97.33312292883068,30.795329020041027,4.039766451002051,90.625,53.55057598232602,21.39813792015149,93.69469026548673,85.34795644626794,73.74151806848667,96.49047720950139,4.039766451002051,90.625,17.587186365788227,93.13593539703903,52.793119772763134,95.84516514721267,25.579927410446583,94.2796275840303
0.62,97.33312292883068,30.795329020041027,3.8740729051601703,90.63136456211812,53.55057598232602,20.845826100678554,93.86828160484481,85.34795644626794,73.14186523591604,96.63430420711974,3.8740729051601703,90.63136456211812,17.200568092157173,93.34862385321101,52.769449266214295,95.99282296650718,26.15590973646836,94.42165062332334
0.63,97.33312292883068,30.795329020041027,3.747830203566356,90.94736842105263,53.55057598232602,20.293514281205617,94.2457231726283,85.34795644626794,72.51854189679659,96.74681753889675,3.747830203566356,90.94736842105263,16.77449897427805,93.79115710253998,52.63531639577087,96.16249437865388,26.842354426384723,94.59523433801483
